9766,1974680
9766,1974824
9766,1976266
9766,1977581
9766,1978297
9766,1980175
9766,1980384
9766,1981012
9766,1981491
9766,1982440
9766,1982924
9766,1983652
9766,1983932
9766,1984785
9766,1985526
9766,1986656
9766,1986938
9766,1987544
9766,1988872
9766,1990496
9766,1990815
9766,1991476
9766,1996666
9766,1997284
9766,1997882
9766,2000291
9766,2000351
9766,2000891
9766,2000892
9766,2003851
9766,2005998
9766,2006082
9766,2006083
9766,2007289
9766,2009590
9766,2011015
9766,2011016
9766,2011889
9766,2013326
9766,2014535
9766,2016273
9766,2016763
9766,2017554
9766,2017627
9766,2017841
9766,2018603
9766,2019137
9766,2019320
9766,2019699
9766,2020103
9766,2022406
9766,2022849
9766,2023196
9766,2023318
9766,2023403
9766,2023562
9766,2023659
9766,2023808
9766,2023809
9766,2023812
9766,2024125
9766,2024515
9766,2024605
9766,2024652
9766,2024704
9766,2024957
9766,2026027
9766,2026826
9766,2026879
9766,2027024
9766,2027046
9766,2027071
9766,2027120
9766,2029858
9766,2031491
9766,2032293
9766,2032855
9766,2032908
9766,2033394
9766,2033872
9766,2034476
9766,2034479
9766,2034859
9766,2034942
9766,2036578
9766,2037998
9766,2038782
9766,2039245
9766,2039635
9766,2039651
9766,2039732
9766,2041272
9766,2042279
9766,2042651
9766,2042669
9766,2042689
9766,2044087
9766,2044088
9766,2044134
9766,2045169
9766,2045698
9766,2045755
9766,2046200
9766,2046894
9766,2048010
9766,2049349
9766,2050348
9766,2050391
9766,2050393
9766,2050419
9766,2050810
9766,2051966
9766,2052120
9766,2053714
9766,2056201
9766,2056387
9766,2056887
9766,2060019
9766,2060094
9766,2061254
9766,2061418
9766,2062829
9766,2062958
9766,2062962
9766,2062963
9766,2066534
9766,2070054
9766,2070055
9766,2070232
9766,2070482
9766,2070633
9766,2070640
9766,2073839
9766,2074000
9766,2074183
9766,2074211
9766,2074632
9766,2080050
9766,2080236
9766,2080480
9766,2080748
9766,2081438
9766,2082327
9766,2082963
9766,2083272
9766,2083277
9766,2083553
9766,2083670
9766,2084148
9766,2084584
9766,2086996
9766,2086997
9766,2087000
9766,2087928
9766,2088380
9766,2088414
9766,2088415
9766,2088688
9766,2089536
9766,2089599
9766,2091131
9766,2091374
9766,2092664
9766,2092994
9766,2093439
9766,2093486
9766,2093702
9766,2094356
9766,2095958
9766,2096646
9766,2097119
9766,2097235
9766,2098056
9766,2098166
9766,2098957
9766,2100410
9766,2100527
9766,2104112
9766,2104169
9766,2104409
9766,2105033
9766,2105504
9766,2105669
9766,2106532
9766,2106950
9766,2107939
9766,2108227
9766,2109298
9766,2111404
9766,2111479
9766,2111992
9766,2112223
9766,2114189
9766,2116489
9766,2116883
9766,2117296
9766,2117395
9766,2121181
9766,2122279
9766,2123508
9766,2124413
9766,2124688
