0	1
0	2
0	4519
0	2307
0	3304
0	3397
0	7550
0	1012
0	1200
0	1238
0	1240
0	2065
0	2740
0	3696
0	4110
0	4138
1	2
1	5915
1	7741
1	7852
1	7979
1	8085
1	8086
1	9335
1	1097
1	1223
1	1309
1	1341
1	1381
1	1466
1	1500
1	1543
1	1625
1	1640
1	1680
1	1741
1	1803
1	2150
1	2297
1	2702
1	2746
1	2899
1	2999
1	3109
1	3312
1	3376
1	3515
1	3691
1	3777
1	4054
1	4444
1	4472
1	4658
1	4748
1	4906
1	4914
1	5626
1	5816
1	5821
1	6338
1	6624
1	6630
1	6666
1	6719
1	7313
1	7481
1	7521
1	7755
1	7842
1	8180
1	8305
1	8404
1	8480
1	8512
1	8629
1	9068
1	9273
1	9274
1	9337
1	9587
1	9759
1	9759
1	9775
1	1031
1	1106
1	1132
1	1153
1	1226
1	1594
1	1626
1	1643
1	1663
1	1732
1	1732
1	1791
1	1932
1	1949
1	1984
1	2233
1	2299
1	2483
1	2532
1	2553
1	2684
1	3215
1	3216
2	6786
2	1007
2	1680
2	2359
2	3304
2	3312
2	3767
2	4472
2	5478
2	6529
2	6630
2	7521
2	7550
2	7550
2	7949
2	8420
2	9325
2	9775
2	1083
2	1087
2	1277
2	1390
2	1573
2	1893
3	1081
3	1582
3	1837
3	2194
3	2253
3	2295
3	3414
3	5656
3	5818
3	5927
3	7140
3	1173
4	11
10	53
10	61
10	368
10	369
10	3514
10	3641
11	35
11	105
21	2237
21	9042
27	138
27	264
29	348
29	364
29	3890
35	39
61	274
61	426
61	2527
61	2567
61	3396
61	4511
61	4857
61	5500
61	5757
61	6307
61	7207
61	7685
61	8074
61	8827
61	9334
61	1013
61	1143
61	1167
61	1263
61	1718
61	1816
61	1975
61	2093
61	2169
61	2196
61	2202
61	2372
61	2432
61	2537
61	2661
61	3039
61	3042
61	3375
61	3458
61	3810
61	3810
61	3810
61	3827
61	3845
61	3845
61	3886
61	3941
61	4030
61	4156
61	4158
69	2990
69	7710
69	1270
69	1298
69	1298
69	1298
69	1298
69	1298
69	1407
69	1527
69	1733
69	3341
69	3568
70	1193
70	1246
70	1735
70	2703
70	2750
70	4649
72	98
72	5896
74	94
74	102
74	206
75	2335
75	1995
75	1995
75	2248
75	2248
75	2523
75	3102
83	2835
83	2851
83	3019
83	3086
83	8761
83	1082
83	1130
83	2545
83	2585
83	4092
83	4621
83	5750
83	5791
83	6007
83	8405
83	9021
83	9347
83	9471
83	1004
83	1077
83	1090
83	1096
83	1249
83	1588
83	1660
83	2370
83	2370
94	102
94	2288
94	2503
96	138
96	1783
96	2122
96	2123
96	6172
96	6294
96	7656
96	1118
96	1997
96	5503
96	7159
96	8183
99	6734
99	1915
99	3129
99	3130
99	3274
99	3734
99	6446
105	437
105	1015
105	1024
108	1732
108	2841
118	3637
118	4810
120	1332
120	3566
122	304
122	1306
122	1307
122	2675
122	2825
122	5650
122	1521
122	4407
122	8449
123	294
134	265
134	473
134	474
134	703
134	1182
135	672
136	280
136	1958
136	2815
136	3768
136	3881
136	4403
136	5911
136	5965
136	7171
136	7857
136	1327
136	1544
136	2367
136	2367
136	2467
136	4473
136	2939
136	2944
138	232
138	354
138	407
138	426
138	711
138	834
138	1819
138	8880
138	1150
138	1645
139	153
139	154
139	1920
139	2196
139	2229
142	2017
142	9794
142	1724
142	2466
142	2605
142	2627
142	5482
142	7014
142	9633
142	1240
147	188
147	353
147	354
147	386
147	414
147	496
147	633
147	742
147	743
147	744
147	833
147	849
147	1127
148	149
148	214
148	215
148	235
148	354
148	624
148	671
148	1062
148	5473
148	5717
148	5740
148	1602
149	300
149	354
149	477
152	336
153	154
153	1920
153	2196
153	2229
154	553
154	573
154	1665
154	1762
154	7621
154	7695
154	8593
156	1810
156	1936
156	2070
156	4801
158	159
158	2247
159	2115
159	2127
172	183
172	184
172	5426
172	1995
178	260
178	632
178	943
178	976
178	2097
178	2195
178	3176
178	3302
178	3303
178	3304
178	3305
178	3306
178	6249
178	9528
178	1334
178	1337
178	1364
178	1508
178	2383
178	2383
178	2383
181	548
181	621
183	184
187	8285
187	4791
188	353
188	354
188	386
188	414
188	496
188	633
188	742
188	743
188	744
188	833
188	849
188	1127
189	200
189	7634
189	1594
189	1069
189	1089
198	3353
198	3354
198	3355
200	368
200	5735
200	1497
200	1608
200	1648
200	3749
200	4574
200	6475
200	1406
200	1406
200	1431
200	1741
214	215
214	235
215	235
216	217
216	218
217	2339
217	2907
217	3923
217	3923
217	4036
217	5086
217	5247
217	5480
217	6633
217	6634
217	7137
217	9317
217	1432
217	1439
217	1460
217	1624
217	1624
217	1624
217	1624
217	1776
217	1954
217	2261
217	2306
217	2572
217	2643
217	2664
217	2882
217	2923
217	2955
217	2955
217	3630
217	4118
217	4118
218	303
221	1817
221	1818
223	676
223	1716
223	2485
232	251
232	407
236	237
236	4563
236	4564
236	1359
238	239
238	240
238	3526
238	4524
238	4669
238	4733
238	4733
238	4733
238	4733
238	4733
238	4734
238	4734
238	4734
238	4994
239	240
247	286
247	351
247	352
247	353
247	403
247	449
255	326
255	1638
255	1113
255	1144
255	1202
255	1234
255	1721
255	3685
257	1326
257	4312
257	5252
257	8134
257	8963
257	1029
257	1029
257	1029
257	1071
257	1113
257	2980
257	3214
257	3245
257	3245
257	3553
258	368
258	2431
258	4260
258	4326
258	5499
259	260
259	371
259	405
260	632
260	873
260	943
260	976
260	1524
260	2097
260	2195
260	3302
260	3303
260	3304
260	3305
260	3306
260	4966
260	1253
260	1580
260	2334
260	2527
265	266
265	473
265	474
268	313
268	314
268	2952
268	3883
268	5193
268	5373
269	750
269	2300
269	2675
269	4059
269	5120
269	5295
269	6336
269	6734
269	7433
269	7494
269	8479
269	9210
269	1009
269	1051
269	1170
269	1200
269	1303
269	1475
269	1913
269	1952
269	1990
269	2055
269	2062
269	2159
269	2165
269	2660
269	2660
269	2931
269	3087
269	3247
269	3591
269	3655
269	4853
269	5820
269	8382
269	9377
269	1038
269	1115
269	1266
269	1469
269	1932
269	2187
269	2515
269	2982
270	483
270	485
270	654
270	1232
270	2698
271	272
271	273
272	273
273	5107
273	2476
273	2782
273	4166
273	5980
273	8392
273	9954
273	9954
273	9954
273	1010
274	407
275	2243
275	2266
275	2848
275	2910
276	277
276	354
276	499
276	701
276	759
276	2133
276	2409
276	2489
276	2490
276	4995
281	282
281	323
281	1391
282	323
287	288
287	5135
288	2600
293	294
294	2191
294	9855
294	2557
294	2925
294	1886
304	1993
304	2288
304	2294
304	3408
304	8572
304	1036
305	1968
305	2908
305	1373
305	1697
305	3755
305	4082
305	7997
309	318
309	319
309	320
309	321
313	314
315	2163
315	4007
315	4406
318	319
318	320
318	321
318	957
318	4896
318	4897
318	7144
318	7877
319	320
319	321
320	321
324	333
324	1491
324	1595
324	1746
324	5141
324	5141
324	5141
324	5141
336	359
336	5114
336	8233
338	438
338	529
338	611
338	612
338	633
338	2001
339	1259
339	2847
339	3408
339	4130
